// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	1.020833	G#4	68	57	0	0.000000	G#4	68	80	
1	1.031250	B3	59	35	1	0.000000	B3	59	80	
2	1.035156	G#3	56	38	2	0.000000	G#3	56	80	
3	1.341146	Bb4	70	63	3	0.125000	Bb4	70	80	
4	1.622396	B4	71	68	4	0.250000	B4	71	80	
5	1.638021	Eb4	63	48	5	0.250000	Eb4	63	80	
6	1.882812	G#4	68	71	6	0.375000	G#4	68	80	
7	2.169271	C#4	61	51	8	0.500000	C#4	61	80	
8	2.177083	Bb4	70	67	7	0.500000	Bb4	70	80	
9	2.434896	C#5	73	71	9	0.625000	C#5	73	80	
10	2.761719	E5	76	69	10	0.750000	E5	76	80	
11	2.785156	G3	55	41	11	0.750000	G3	55	80	
12	3.377604	Eb5	75	69	12	1.000000	Eb5	75	80	
13	3.403646	B3	59	48	13	1.000000	B3	59	80	
14	3.993490	C#5	73	69	14	1.250000	C#5	73	80	
15	4.009115	Bb3	58	46	15	1.250000	Bb3	58	80	
16	4.587240	B4	71	67	16	1.500000	B4	71	80	
17	4.600260	G#3	56	46	18	1.500000	G#3	56	80	
18	4.875000	Bb3	58	54	19	1.625000	Bb3	58	80	
19	5.174479	G#5	80	75	20	1.750000	G#5	80	80	
20	5.184896	Eb5	75	60	21	1.750000	E5	76	80	
21	5.199219	B3	59	50	22	1.750000	B3	59	80	
22	5.438802	G#3	56	61	23	1.875000	G#3	56	80	
23	5.740885	C#5	73	65	25	2.000000	C#5	73	80	
24	5.744792	Bb3	58	66	26	2.000000	Bb3	58	80	
25	5.747396	Bb4	70	53	24	2.000000	Bb4	70	80	
26	6.022135	C#4	61	69	27	2.125000	C#4	61	80	
27	6.341146	G5	79	73	28	2.250000	G5	79	80	
28	6.382812	E4	64	55	29	2.250000	E4	64	80	
29	6.928385	B4	71	61	30	2.500000	B4	71	80	
30	6.949219	Eb4	63	50	31	2.500000	Eb4	63	80	
31	7.548177	Bb4	70	58	33	2.750000	Bb4	70	80	
32	7.558594	C#4	61	49	34	2.750000	C#4	61	80	
33	8.132812	G#5	80	70	35	3.000000	G#5	80	80	
34	8.161458	Eb5	75	46	36	3.000000	Eb5	75	80	
35	8.179688	B3	59	33	37	3.000000	B3	59	80	
36	8.403646	Bb5	82	72	38	3.125000	Bb5	82	80	
37	8.696615	B5	83	74	39	3.250000	B5	83	80	
38	8.722656	G#4	68	43	40	3.250000	G#4	68	80	
39	8.964844	Eb5	75	71	41	3.375000	Eb5	75	80	
40	9.261719	E5	76	63	42	3.500000	E5	76	80	
41	9.274740	C#4	61	47	43	3.500000	C#4	61	80	
42	9.540365	G#5	80	64	44	3.625000	G#5	80	80	
43	9.835938	F#5	78	65	45	3.750000	F#5	78	80	
44	9.837240	Bb3	58	46	46	3.750000	Bb3	58	80	
45	10.121094	G#5	80	71	47	3.875000	G#5	80	80	
46	10.404948	Bb5	82	73	48	4.000000	Bb5	82	80	
47	10.425781	F#4	66	42	49	4.000000	F#4	66	80	
48	10.687500	C#5	73	64	50	4.125000	C#5	73	80	
49	10.966146	Eb5	75	65	51	4.250000	Eb5	75	80	
50	10.997396	B3	59	45	52	4.250000	B3	59	80	
51	11.259115	F#5	78	60	53	4.375000	F#5	78	80	
52	11.537760	G#3	56	42	55	4.500000	G#3	56	80	
53	11.546875	E5	76	65	54	4.500000	E5	76	80	
54	11.809896	F#5	78	74	56	4.625000	F#5	78	80	
55	12.111979	G#5	80	74	57	4.750000	G#5	80	80	
56	12.140625	E4	64	46	58	4.750000	E4	64	80	
57	12.378906	B4	71	72	59	4.875000	B4	71	80	
58	12.652344	E3	52	51	61	5.000000	E3	52	80	
59	12.662760	C#5	73	72	60	5.000000	C#5	73	80	
60	12.924479	E5	76	67	62	5.125000	E5	76	80	
61	13.213542	Bb4	70	65	63	5.250000	Bb4	70	80	
62	13.225260	F#3	54	56	64	5.250000	F#3	54	80	
63	13.490885	B4	71	68	65	5.375000	B4	71	80	
64	13.769531	C#5	73	66	66	5.500000	C#5	73	80	
65	13.779948	Eb4	63	47	68	5.500000	Eb4	63	80	
66	13.791667	G#3	56	47	67	5.500000	G#3	56	80	
67	14.055990	F#4	66	64	69	5.625000	F#4	66	80	
68	14.337240	C#4	61	49	72	5.750000	C#4	61	80	
69	14.341146	C#5	73	66	70	5.750000	C#5	73	80	
70	14.350260	Bb3	58	42	71	5.750000	Bb3	58	80	
71	14.622396	E5	76	65	73	5.875000	E5	76	80	
72	14.908854	B3	59	55	75	6.000000	B3	59	80	
73	14.914062	Eb5	75	69	74	6.000000	Eb5	75	80	
74	15.186198	E5	76	70	77	6.125000	E5	76	80	
75	15.196615	C#4	61	59	78	6.125000	C#4	61	80	
76	15.463542	Eb4	63	66	80	6.250000	Eb4	63	80	
77	15.472656	F#5	78	75	79	6.250000	F#5	78	80	
78	15.730469	B3	59	68	82	6.375000	B3	59	80	
79	15.731771	Eb5	75	78	81	6.375000	Eb5	75	80	
80	16.022135	E5	76	73	83	6.500000	E5	76	80	
81	16.026042	C#4	61	65	84	6.500000	C#4	61	80	
82	16.281250	G#5	80	68	85	6.625000	G#5	80	80	
83	16.298177	E4	64	60	86	6.625000	E4	64	80	
84	16.574219	G#4	68	72	88	6.750000	G#4	68	80	
85	16.579427	B4	71	69	87	6.750000	B4	71	80	
86	16.850260	Bb4	70	75	89	6.875000	Bb4	70	80	
87	17.153646	B4	71	70	90	7.000000	B4	71	80	
88	17.156250	F#4	66	60	91	7.000000	F#4	66	80	
89	17.416667	Bb4	70	71	92	7.125000	Bb4	70	80	
90	17.687500	B4	71	74	93	7.250000	B4	71	80	
91	17.705729	E4	64	63	94	7.250000	E4	64	80	
92	17.958333	C#5	73	76	95	7.375000	C#5	73	80	
93	18.255208	Eb4	63	71	96	7.500000	Eb4	63	80	
94	18.268229	B2	47	61	97	7.500000	B2	47	80	
95	18.540365	E4	64	75	98	7.625000	E4	64	80	
96	18.545573	C#3	49	67	99	7.625000	C#3	49	80	
97	18.812500	B4	71	78	100	7.750000	B4	71	80	
98	18.815104	Eb3	51	72	102	7.750000	Eb3	51	80	
99	18.816406	F#4	66	63	101	7.750000	F#4	66	80	
100	19.114583	B2	47	69	104	7.875000	B2	47	80	
101	19.122396	Eb4	63	71	103	7.875000	Eb4	63	80	
102	19.389323	E4	64	76	105	8.000000	E4	64	80	
103	19.391927	C#3	49	70	106	8.000000	C#3	49	80	
104	19.657552	E3	52	71	108	8.125000	E3	52	80	
105	19.658854	G#4	68	72	107	8.125000	G#4	68	80	
106	19.946615	C#4	61	70	109	8.250000	C#4	61	80	
107	19.954427	G#3	56	74	110	8.250000	G#3	56	80	
108	20.223958	B4	71	78	111	8.375000	B4	71	80	
109	20.507812	Bb4	70	78	112	8.500000	Bb4	70	80	
110	20.520833	F#3	54	63	113	8.500000	F#3	54	80	
111	20.783854	B4	71	74	114	8.625000	B4	71	80	
112	21.080729	C#5	73	77	115	8.750000	C#5	73	80	
113	21.088542	E3	52	54	116	8.750000	E3	52	80	
114	21.356771	Bb4	70	75	117	8.875000	Bb4	70	80	
115	21.649740	F#4	66	72	118	9.000000	F#4	66	80	
116	21.661458	Eb3	51	53	119	9.000000	Eb3	51	80	
117	21.934896	E3	52	55	120	9.125000	E3	52	80	
118	22.236979	F#3	54	53	122	9.250000	F#3	54	80	
119	22.242188	B3	59	76	121	9.250000	B3	59	80	
120	22.519531	A3	57	74	123	9.375000	A3	57	80	
121	22.523438	Eb3	51	60	124	9.375000	Eb3	51	80	
122	22.794271	C#4	61	71	125	9.500000	C#4	61	80	
123	22.812500	F3	53	57	126	9.500000	F3	53	80	
124	23.075521	B3	59	70	127	9.625000	B3	59	80	
125	23.082031	G#3	56	55	128	9.625000	G#3	56	80	
126	23.363281	D4	62	68	129	9.750000	D4	62	80	
127	23.375000	B3	59	47	130	9.750000	B3	59	80	
128	23.639323	F4	65	72	131	9.875000	F4	65	80	
129	23.921875	C#4	61	62	133	10.000000	C#4	61	80	
130	23.927083	F#4	66	63	132	10.000000	F#4	66	80	
131	23.940104	A3	57	53	134	10.000000	A3	57	80	
132	24.217448	F4	65	58	135	10.125000	F4	65	80	
133	24.494792	F#4	66	65	136	10.250000	F#4	66	80	
134	24.533854	G#3	56	37	138	10.250000	G#3	56	80	
135	24.533854	B3	59	34	137	10.250000	B3	59	80	
136	24.799479	G#4	68	57	139	10.375000	G#4	68	80	
137	25.016927	F#3	54	50	141	10.500000	F#3	54	80	
138	25.114583	C#4	61	73	140	10.500000	C#4	61	80	
139	25.351562	Eb4	63	80	142	10.625000	Eb4	63	80	
140	25.643229	E4	64	76	143	10.750000	E4	64	80	
141	25.664062	A3	57	51	144	10.750000	A3	57	80	
142	25.903646	C#4	61	74	145	10.875000	C#4	61	80	
143	25.925781	G#3	56	62	146	10.875000	G#3	56	80	
144	26.207031	Eb4	63	77	147	11.000000	Eb4	63	80	
145	26.222656	A3	57	53	148	11.000000	A3	57	80	
146	26.481771	F#3	54	56	150	11.125000	F#3	54	80	
147	26.481771	F#4	66	76	149	11.125000	F#4	66	80	
148	26.764323	A4	69	75	151	11.250000	A4	69	80	
149	26.774740	C4	60	64	152	11.250000	C4	60	80	
150	27.054688	F#3	54	59	153	11.375000	F#3	54	80	
151	27.337240	G#4	68	67	154	11.500000	G#4	68	80	
152	27.359375	E3	52	48	156	11.500000	E3	52	80	
153	27.359375	C#4	61	51	155	11.500000	C#4	61	80	
154	27.613281	Eb3	51	55	157	11.625000	Eb3	51	80	
155	27.915365	F#4	66	62	158	11.750000	F#4	66	80	
156	27.919271	C#3	49	54	160	11.750000	C#3	49	80	
157	27.923177	Eb4	63	59	159	11.750000	Eb4	63	80	
158	28.192708	C3	48	54	161	11.875000	C3	48	80	
159	28.492188	G#3	56	59	163	12.000000	G#3	56	80	
160	28.500000	E4	64	67	162	12.000000	E4	64	80	
161	28.514323	C#3	49	50	164	12.000000	C#3	49	80	
162	28.763021	Bb3	58	72	165	12.125000	Bb3	58	80	
