// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.944792	G3	55	69	1	0.000000	G3	55	80	
1	0.952083	G4	67	66	0	0.000000	G4	67	80	
2	1.061458	B4	71	66	2	0.083333	B4	71	80	
3	1.160417	D5	74	69	3	0.166667	D5	74	80	
4	1.273958	G5	79	65	4	0.250000	G5	79	80	
5	1.283333	G2	43	61	5	0.250000	G2	43	80	
6	1.393750	D5	74	62	6	0.333333	D5	74	80	
7	1.495833	B4	71	60	7	0.416667	B4	71	80	
8	1.607292	D5	74	66	8	0.500000	D5	74	80	
9	1.720833	B4	71	63	9	0.583333	B4	71	80	
10	1.810417	G4	67	65	10	0.666667	G4	67	80	
11	1.910417	B4	71	77	11	0.750000	B4	71	80	
12	1.915625	G3	55	70	12	0.750000	G3	55	80	
13	2.023958	G4	67	69	13	0.833333	G4	67	80	
14	2.133333	D4	62	74	14	0.916667	D4	62	80	
15	2.242708	A3	57	60	*	-1	*	-1	-1	
16	2.245833	E4	64	76	15	1.000000	E4	64	80	
17	2.279167	G3	55	39	16	1.000000	G3	55	80	
18	2.346875	G4	67	74	17	1.083333	G4	67	80	
19	2.446875	C5	72	74	18	1.166667	C5	72	80	
20	2.550000	E5	76	76	19	1.250000	E5	76	80	
21	2.555208	G2	43	75	20	1.250000	G2	43	80	
22	2.665625	C5	72	77	21	1.333333	C5	72	80	
23	2.760417	G4	67	67	22	1.416667	G4	67	80	
24	2.862500	C5	72	68	23	1.500000	C5	72	80	
25	2.972917	G4	67	68	24	1.583333	G4	67	80	
26	3.055208	E4	64	70	25	1.666667	E4	64	80	
27	3.163542	G4	67	72	26	1.750000	G4	67	80	
28	3.171875	G3	55	73	27	1.750000	G3	55	80	
29	3.282292	E4	64	66	28	1.833333	E4	64	80	
30	3.379167	C4	60	70	29	1.916667	C4	60	80	
31	3.482292	G3	55	77	31	2.000000	G3	55	80	
32	3.490625	A3	57	73	30	2.000000	A3	57	80	
33	3.592708	C4	60	71	32	2.083333	C4	60	80	
34	3.689583	F#4	66	70	33	2.166667	F#4	66	80	
35	3.804167	A4	69	73	34	2.250000	A4	69	80	
36	3.807292	G2	43	69	35	2.250000	G2	43	80	
37	3.930208	F#4	66	63	36	2.333333	F#4	66	80	
38	4.013542	C4	60	68	37	2.416667	C4	60	80	
39	4.127083	F#4	66	64	38	2.500000	F#4	66	80	
40	4.227083	C4	60	58	39	2.583333	C4	60	80	
41	4.313542	A3	57	62	40	2.666667	A3	57	80	
42	4.432292	G3	55	59	42	2.750000	G3	55	80	
43	4.436458	C4	60	50	41	2.750000	C4	60	80	
44	4.548958	A3	57	54	43	2.833333	A3	57	80	
45	4.646875	F#3	54	61	44	2.916667	F#3	54	80	
46	4.744792	G3	55	70	45	3.000000	G3	55	80	
47	4.870833	B3	59	60	47	3.083333	B3	59	80	
48	4.970833	D4	62	53	48	3.166667	D4	62	80	
49	5.066667	G2	43	58	50	3.250000	G2	43	80	
50	5.071875	G4	67	54	49	3.250000	G4	67	80	
51	5.193750	D4	62	56	51	3.333333	D4	62	80	
52	5.285417	B3	59	64	52	3.416667	B3	59	80	
53	5.397917	D4	62	62	53	3.500000	D4	62	80	
54	5.485417	B3	59	66	54	3.583333	B3	59	80	
55	5.584375	G3	55	68	55	3.666667	G3	55	80	
56	5.685417	G3	55	79	57	3.750000	G3	55	80	
57	5.692708	B3	59	74	56	3.750000	B3	59	80	
58	5.795833	G3	55	71	58	3.833333	G3	55	80	
59	5.898958	E3	52	73	59	3.916667	E3	52	80	
60	6.010417	G3	55	79	61	4.000000	G3	55	80	
61	6.020833	A3	57	72	60	4.000000	A3	57	80	
62	6.130208	C#4	61	76	62	4.083333	C#4	61	80	
63	6.240625	E4	64	74	63	4.166667	E4	64	80	
64	6.321875	G2	43	74	65	4.250000	G2	43	80	
65	6.334375	A4	69	80	64	4.250000	A4	69	80	
66	6.446875	E4	64	76	66	4.333333	E4	64	80	
67	6.539583	C#4	61	76	67	4.416667	C#4	61	80	
68	6.645833	E4	64	72	68	4.500000	E4	64	80	
69	6.733333	C#4	61	70	69	4.583333	C#4	61	80	
70	6.834375	A3	57	67	70	4.666667	A3	57	80	
71	6.932292	G3	55	66	72	4.750000	G3	55	80	
72	6.944792	C#4	61	68	71	4.750000	C#4	61	80	
73	7.037500	A3	57	63	73	4.833333	A3	57	80	
74	7.133333	E3	52	63	74	4.916667	E3	52	80	
75	7.254167	F#3	54	60	76	5.000000	F#3	54	80	
76	7.292708	D4	62	20	75	5.000000	D4	62	80	
77	7.379167	A3	57	58	77	5.083333	A3	57	80	
78	7.475000	C#4	61	70	78	5.166667	C#4	61	80	
79	7.573958	D4	62	67	79	5.250000	D4	62	80	
80	7.665625	A3	57	69	80	5.333333	A3	57	80	
81	7.775000	F#3	54	77	81	5.416667	F#3	54	80	
82	7.880208	A3	57	67	82	5.500000	A3	57	80	
83	7.966667	F#3	54	72	83	5.583333	F#3	54	80	
84	8.059375	D3	50	72	84	5.666667	D3	50	80	
85	8.178125	D4	62	86	85	5.750000	D4	62	80	
