// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	1.040365	F4	65	41	0	0.000000	F4	65	80	
1	1.049479	G#3	56	32	2	0.000000	G#3	56	80	
2	1.057292	F3	53	24	3	0.000000	F3	53	80	
3	1.414062	G#4	68	49	4	0.125000	G#4	68	80	
4	1.727865	C5	72	53	5	0.250000	C5	72	80	
5	2.039062	F5	77	50	6	0.375000	F5	77	80	
6	2.364583	G4	67	52	7	0.500000	G4	67	80	
7	2.375000	Bb3	58	37	9	0.500000	Bb3	58	80	
8	2.688802	F5	77	63	10	0.625000	F5	77	80	
9	3.027344	E5	76	60	11	0.750000	E5	76	80	
10	3.355469	G5	79	63	12	0.875000	G5	79	80	
11	3.671875	C4	60	41	15	1.000000	C4	60	80	
12	3.678385	G#4	68	58	13	1.000000	G#4	68	80	
13	4.002604	C5	72	56	16	1.125000	C5	72	80	
14	4.338542	F5	77	55	17	1.250000	F5	77	80	
15	4.635417	E5	76	54	18	1.375000	E5	76	80	
16	4.970052	F5	77	64	19	1.500000	F5	77	80	
17	4.983073	G#3	56	30	21	1.500000	G#3	56	80	
18	5.325521	C5	72	49	22	1.625000	C5	72	80	
19	5.632812	Bb4	70	49	23	1.750000	Bb4	70	80	
20	5.950521	G#4	68	55	24	1.875000	G#4	68	80	
21	6.276042	C#5	73	63	25	2.000000	C#5	73	80	
22	6.290365	Bb3	58	33	27	2.000000	Bb3	58	80	
23	6.595052	G#4	68	50	28	2.125000	G#4	68	80	
24	6.893229	G4	67	53	29	2.250000	G4	67	80	
25	7.208333	Bb4	70	52	30	2.375000	Bb4	70	80	
26	7.539062	E4	64	48	31	2.500000	E4	64	80	
27	7.563802	G3	55	35	32	2.500000	G3	55	80	
28	7.861979	C#5	73	62	33	2.625000	C#5	73	80	
29	8.169271	C5	72	65	34	2.750000	C5	72	80	
30	8.489583	Bb4	70	61	35	2.875000	Bb4	70	80	
31	8.816406	F4	65	38	37	3.000000	F4	65	80	
32	8.816406	G#4	68	66	36	3.000000	G#4	68	80	
33	8.828125	F3	53	36	38	3.000000	F3	53	80	
