// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	1.066406	F4	65	40	0	0.000000	F4	65	80	
1	1.097656	G#3	56	16	2	0.000000	G#3	56	80	
2	1.105469	F3	53	13	3	0.000000	F3	53	80	
3	1.837240	G#4	68	39	4	0.125000	G#4	68	80	
4	2.225260	C5	72	49	5	0.250000	C5	72	80	
5	2.562500	F5	77	47	6	0.375000	F5	77	80	
6	2.865885	Bb3	58	34	9	0.500000	Bb3	58	80	
7	2.869792	G4	67	52	7	0.500000	G4	67	80	
8	3.160156	F5	77	59	10	0.625000	F5	77	80	
9	3.446615	E5	76	59	11	0.750000	E5	76	80	
10	3.723958	G5	79	61	12	0.875000	G5	79	80	
11	4.023438	G#4	68	64	13	1.000000	G#4	68	80	
12	4.031250	C4	60	32	15	1.000000	C4	60	80	
13	4.333333	C5	72	64	16	1.125000	C5	72	80	
14	4.604167	F5	77	69	17	1.250000	F5	77	80	
15	4.902344	E5	76	57	18	1.375000	E5	76	80	
16	5.194010	F5	77	57	19	1.500000	F5	77	80	
17	5.238281	G#3	56	32	21	1.500000	G#3	56	80	
18	5.510417	C5	72	53	22	1.625000	C5	72	80	
19	5.791667	Bb4	70	47	23	1.750000	Bb4	70	80	
20	6.078125	G#4	68	47	24	1.875000	G#4	68	80	
21	6.384115	C#5	73	54	25	2.000000	C#5	73	80	
22	6.391927	Bb3	58	38	27	2.000000	Bb3	58	80	
23	6.665365	G#4	68	49	28	2.125000	G#4	68	80	
24	6.958333	G4	67	46	29	2.250000	G4	67	80	
25	7.218750	Bb4	70	47	30	2.375000	Bb4	70	80	
26	7.537760	E4	64	52	31	2.500000	E4	64	80	
27	7.558594	G3	55	30	32	2.500000	G3	55	80	
28	7.841146	C#5	73	48	33	2.625000	C#5	73	80	
29	8.134115	C5	72	52	34	2.750000	C5	72	80	
30	8.453125	Bb4	70	53	35	2.875000	Bb4	70	80	
31	8.792969	F4	65	44	37	3.000000	F4	65	80	
32	8.795573	G#4	68	45	36	3.000000	G#4	68	80	
33	8.800781	F3	53	35	38	3.000000	F3	53	80	
34	9.130208	G#3	56	34	40	3.125000	G#3	56	80	
35	9.421875	C4	60	34	41	3.250000	C4	60	80	
36	9.691406	Bb4	70	58	42	3.375000	Bb4	70	80	
37	9.712240	F4	65	33	43	3.375000	F4	65	80	
38	9.986979	G3	55	53	46	3.500000	G3	55	80	
39	9.986979	C5	72	54	47	3.500000	G3	55	80	
40	10.123698	Bb4	70	60	*	-1	*	-1	-1	
41	10.253906	C5	72	64	*	-1	*	-1	-1	
42	10.290365	F4	65	42	54	3.625000	F4	65	80	
43	10.369792	Bb4	70	62	44	3.500000	Bb4	70	80	
44	10.460938	C5	72	61	45	3.500000	C5	72	80	
45	10.542969	E4	64	43	59	3.750000	E4	64	80	
46	10.562500	Bb4	70	60	*	-1	*	-1	-1	
47	10.635417	C5	72	56	*	-1	*	-1	-1	
48	10.726562	Bb4	70	60	*	-1	*	-1	-1	
49	10.802083	G#4	68	69	69	4.000000	G#3	56	80	
50	10.803385	G4	67	60	68	4.000000	G#3	56	80	
51	10.930990	Bb4	70	67	65	3.937500	Bb4	70	80	
52	11.085938	C5	72	70	66	4.000000	C5	72	80	
53	11.101562	G#3	56	62	*	-1	*	-1	-1	
54	11.375000	G#4	68	69	70	4.125000	G#4	68	80	
55	11.654948	E4	64	64	71	4.250000	E4	64	80	
56	11.932292	F4	65	62	72	4.375000	F4	65	80	
57	12.204427	Bb3	58	47	74	4.500000	Bb3	58	80	
58	12.222656	C#4	61	41	73	4.500000	C#4	61	80	
59	12.523438	C#5	73	58	75	4.625000	C#5	73	80	
60	12.832031	G4	67	56	76	4.750000	G4	67	80	
61	13.131510	Bb4	70	52	77	4.875000	Bb4	70	80	
62	13.500000	E4	64	45	78	5.000000	E4	64	80	
63	13.505208	C3	48	43	80	5.000000	C3	48	80	
64	13.540365	C4	60	28	79	5.000000	C4	60	80	
65	13.824219	E3	52	45	82	5.125000	E3	52	80	
66	14.128906	G3	55	43	83	5.250000	G3	55	80	
67	14.427083	F4	65	55	84	5.375000	F4	65	80	
68	14.460938	C4	60	38	85	5.375000	C4	60	80	
69	14.789062	C#3	49	42	88	5.500000	C#3	49	80	
70	14.791667	G4	67	48	89	5.500000	C#3	49	80	
71	14.946615	F4	65	54	*	-1	*	-1	-1	
72	15.067708	G4	67	57	*	-1	*	-1	-1	
73	15.098958	C4	60	34	*	-1	*	-1	-1	
74	15.160156	F4	65	56	*	-1	*	-1	-1	
75	15.246094	G4	67	62	*	-1	*	-1	-1	
76	15.328125	F4	65	54	*	-1	*	-1	-1	
77	15.337240	Bb3	58	37	*	-1	*	-1	-1	
78	15.393229	G4	67	56	*	-1	*	-1	-1	
79	15.473958	F4	65	56	*	-1	*	-1	-1	
80	15.592448	E4	64	60	*	-1	*	-1	-1	
81	15.608073	C#4	61	41	*	-1	*	-1	-1	
82	15.725260	F4	65	58	107	5.937500	F4	65	80	
83	15.901042	G4	67	60	108	6.000000	G4	67	80	
84	15.920573	E3	52	48	110	6.000000	E3	52	80	
85	16.204427	C5	72	73	112	6.125000	C5	72	80	
86	16.509115	Bb4	70	71	113	6.250000	Bb4	70	80	
87	16.544271	G3	55	36	114	6.250000	G3	55	80	
88	16.800781	C#5	73	69	115	6.375000	C#5	73	80	
89	17.092448	E4	64	64	116	6.500000	E4	64	80	
90	17.122396	C4	60	36	117	6.500000	C4	60	80	
91	17.380208	C#5	73	71	118	6.625000	C#5	73	80	
92	17.677083	C5	72	67	119	6.750000	C5	72	80	
93	17.733073	C3	48	40	120	6.750000	C3	48	80	
94	17.980469	Bb4	70	65	121	6.875000	Bb4	70	80	
95	18.311198	A4	69	58	122	7.000000	A4	69	80	
