// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.996875	G#3	56	41	2	0.000000	G#3	56	80	
1	1.006250	F4	65	43	0	0.000000	F4	65	80	
2	1.028125	F3	53	33	3	0.000000	F3	53	80	
3	1.639583	G#4	68	46	4	0.125000	G#4	68	80	
4	2.008333	C5	72	55	5	0.250000	C5	72	80	
5	2.330208	F5	77	63	6	0.375000	F5	77	80	
6	2.677083	G4	67	55	7	0.500000	G4	67	80	
7	2.701042	Bb3	58	42	9	0.500000	Bb3	58	80	
8	3.013542	F5	77	65	10	0.625000	F5	77	80	
9	3.318750	E5	76	70	11	0.750000	E5	76	80	
10	3.645833	G5	79	76	12	0.875000	G5	79	80	
11	3.986458	C4	60	45	15	1.000000	C4	60	80	
12	3.989583	G#4	68	69	13	1.000000	G#4	68	80	
13	4.321875	C5	72	71	16	1.125000	C5	72	80	
14	4.645833	F5	77	74	17	1.250000	F5	77	80	
15	4.965625	E5	76	71	18	1.375000	E5	76	80	
16	5.350000	F5	77	68	19	1.500000	F5	77	80	
17	5.358333	G#3	56	45	21	1.500000	G#3	56	80	
18	5.762500	C5	72	60	22	1.625000	C5	72	80	
19	6.085417	Bb4	70	63	23	1.750000	Bb4	70	80	
20	6.400000	G#4	68	60	24	1.875000	G#4	68	80	
21	6.757292	C#5	73	63	25	2.000000	C#5	73	80	
22	6.779167	Bb3	58	43	27	2.000000	Bb3	58	80	
23	7.108333	G#4	68	55	28	2.125000	G#4	68	80	
24	7.459375	G4	67	48	29	2.250000	G4	67	80	
25	7.764583	Bb4	70	58	30	2.375000	Bb4	70	80	
26	8.128125	E4	64	52	31	2.500000	E4	64	80	
27	8.137500	G3	55	35	32	2.500000	G3	55	80	
28	8.473958	C#5	73	54	33	2.625000	C#5	73	80	
29	8.813542	C5	72	60	34	2.750000	C5	72	80	
30	9.144792	Bb4	70	59	35	2.875000	Bb4	70	80	
31	9.547917	F3	53	43	38	3.000000	F3	53	80	
32	9.570833	G#4	68	53	36	3.000000	G#4	68	80	
33	9.591667	F4	65	38	37	3.000000	F4	65	80	
34	10.033333	G#3	56	44	40	3.125000	G#3	56	80	
35	10.354167	C4	60	45	41	3.250000	C4	60	80	
36	10.627083	Bb4	70	61	42	3.375000	Bb4	70	80	
37	10.645833	F4	65	35	43	3.375000	F4	65	80	
38	10.935417	G3	55	45	46	3.500000	G3	55	80	
39	11.043750	C5	72	62	*	-1	*	-1	-1	
40	11.154167	Bb4	70	63	*	-1	*	-1	-1	
41	11.232292	C5	72	58	*	-1	*	-1	-1	
42	11.291667	F4	65	43	54	3.625000	F4	65	80	
43	11.332292	Bb4	70	65	44	3.500000	Bb4	70	80	
44	11.396875	C5	72	57	45	3.500000	C5	72	80	
