// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.500000	B3	59	49	0	0.250000	B3	59	80	
1	0.997396	Bb3	58	63	1	0.500000	Bb3	58	80	
2	1.468750	B3	59	71	2	0.750000	B3	59	80	
3	1.996094	C#4	61	70	3	1.000000	C#4	61	80	
4	2.947917	F#3	54	37	4	1.500000	F#3	54	80	
5	3.408854	G#3	56	55	5	1.750000	G#3	56	80	
6	3.631510	Bb3	58	67	6	1.875000	Bb3	58	80	
7	3.899740	B3	59	71	7	2.000000	B3	59	80	
8	4.360677	C#4	61	72	8	2.250000	C#4	61	80	
9	4.576823	Eb4	63	78	9	2.375000	Eb4	63	80	
10	4.859375	E4	64	75	10	2.500000	E4	64	80	
11	5.332031	Eb4	63	71	11	2.750000	Eb4	63	80	
12	5.786458	C#4	61	64	*	-1	*	-1	-1	
13	6.027344	Eb4	63	62	*	-1	*	-1	-1	
14	6.140625	C#4	61	66	*	-1	*	-1	-1	
15	6.242188	Eb4	63	58	*	-1	*	-1	-1	
16	6.342448	C#4	61	60	*	-1	*	-1	-1	
17	6.454427	Eb4	63	61	*	-1	*	-1	-1	
18	6.553385	C#4	61	61	*	-1	*	-1	-1	
19	6.661458	Eb4	63	59	*	-1	*	-1	-1	
20	6.768229	C#4	61	57	*	-1	*	-1	-1	
21	6.882812	Eb4	63	58	*	-1	*	-1	-1	
22	6.981771	C#4	61	63	*	-1	*	-1	-1	
23	7.110677	Eb4	63	59	*	-1	*	-1	-1	
24	7.233073	C#4	61	58	*	-1	*	-1	-1	
25	7.356771	Eb4	63	55	12	3.000000	Eb4	63	80	
26	7.462240	C#4	61	54	13	3.000000	C#4	61	80	
27	7.652344	B3	59	49	60	4.000000	B3	59	80	
28	8.138021	F#4	66	48	61	4.250000	F#4	66	80	
29	8.595052	Eb4	63	69	62	4.500000	Eb4	63	80	
30	9.076823	E4	64	80	63	4.750000	E4	64	80	
31	9.093750	C#4	61	48	64	4.750000	C#4	61	80	
32	9.294271	B3	59	52	65	4.875000	B3	59	80	
33	9.544271	F#4	66	82	66	5.000000	F#4	66	80	
34	9.567708	Bb3	58	42	67	5.000000	Bb3	58	80	
35	9.778646	G#3	56	52	68	5.125000	G#3	56	80	
