// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
0	0.500000	A3	57	52	0	0.250000	A3	57	80	
1	0.665625	G#3	56	57	1	0.375000	G#3	56	80	
2	0.821875	A3	57	58	2	0.500000	A3	57	80	
3	1.150000	B3	59	66	3	0.750000	B3	59	80	
4	1.497917	C4	60	60	4	1.000000	C4	60	80	
5	1.815625	C4	60	62	5	1.250000	C4	60	80	
6	1.969792	B3	59	70	6	1.375000	B3	59	80	
7	2.145833	C4	60	68	7	1.500000	C4	60	80	
8	2.473958	D4	62	65	8	1.750000	D4	62	80	
9	2.819792	E4	64	59	9	2.000000	E4	64	80	
10	2.979167	D4	62	63	10	2.125000	D4	62	80	
11	3.135417	C4	60	65	11	2.250000	C4	60	80	
12	3.276042	D4	62	69	12	2.375000	D4	62	80	
13	3.434375	E4	64	73	13	2.500000	E4	64	80	
14	3.757292	F4	65	73	14	2.750000	F4	65	80	
15	4.102083	G#3	56	70	15	3.000000	G#3	56	80	
16	4.476042	E3	52	49	16	3.250000	E3	52	80	
17	5.169792	A3	57	51	17	3.750000	A3	57	80	
18	5.519792	B3	59	47	18	4.000000	B3	59	80	
19	5.666667	C4	60	57	19	4.125000	C4	60	80	
20	5.829167	A3	57	63	20	4.250000	A3	57	80	
21	5.988542	B3	59	66	21	4.375000	B3	59	80	
22	6.160417	C4	60	70	22	4.500000	C4	60	80	
23	6.320833	D4	62	65	23	4.625000	D4	62	80	
24	6.484375	B3	59	70	24	4.750000	B3	59	80	
25	6.636458	C4	60	68	25	4.875000	C4	60	80	
26	6.812500	D4	62	57	26	5.000000	D4	62	80	
27	7.152083	C4	60	58	27	5.250000	C4	60	80	
28	7.482292	B3	59	50	28	5.500000	B3	59	80	
29	7.836458	E4	64	50	29	5.750000	E4	64	80	
30	8.188542	A3	57	34	30	6.000000	A3	57	80	
31	8.541667	E4	64	58	31	6.250000	E4	64	80	
32	8.685417	Eb4	63	62	32	6.375000	Eb4	63	80	
33	8.840625	G3	55	48	34	6.500000	G3	55	80	
34	8.848958	E4	64	66	33	6.500000	E4	64	80	
35	9.162500	F#4	66	67	35	6.750000	F#4	66	80	
36	9.169792	F#3	54	53	36	6.750000	F#3	54	80	
37	9.490625	G4	67	52	37	7.000000	G4	67	80	
38	9.498958	E3	52	46	38	7.000000	E3	52	80	
39	9.826042	C4	60	42	40	7.250000	C4	60	80	
40	9.843750	G4	67	60	39	7.250000	G4	67	80	
41	9.992708	F#4	66	65	41	7.375000	F#4	66	80	
42	10.141667	B3	59	53	43	7.500000	B3	59	80	
43	10.166667	G4	67	74	42	7.500000	G4	67	80	
44	10.482292	A3	57	46	45	7.750000	A3	57	80	
45	10.482292	A4	69	77	44	7.750000	A4	69	80	
46	10.816667	G3	55	52	47	8.000000	G3	55	80	
47	10.816667	B4	71	68	46	8.000000	B4	71	80	
48	10.965625	A4	69	76	48	8.125000	A4	69	80	
49	10.973958	F#3	54	58	49	8.125000	F#3	54	80	
50	11.127083	G4	67	73	50	8.250000	G4	67	80	
51	11.132292	E3	52	51	51	8.250000	E3	52	80	
52	11.284375	F#3	54	57	53	8.375000	F#3	54	80	
53	11.284375	A4	69	79	52	8.375000	A4	69	80	
54	11.448958	B4	71	79	54	8.500000	B4	71	80	
55	11.466667	G3	55	53	55	8.500000	G3	55	80	
56	11.798958	C5	72	73	56	8.750000	C5	72	80	
57	11.810417	A3	57	45	57	8.750000	A3	57	80	
